Ortet,Index,Rank,EBV_dbh,acc_dbh,EBV_brh,acc_brh,EBV_str,acc_str,EBV_den,acc_den,EBV_pme,acc_pme,EBV_dothi,acc_dothi,Female,Male
399584,2780,74,38.1356543,0.824576255,1.844498952,0.838907623,0.778939295,0.84076037,-37.41314434,0.887991554,0.594421922,0.839644568,-2.132978649,0.90857801,850055,880655
313694,2774,75,32.12880768,0.878675708,1.129252761,0.909551538,0.723850687,0.894495388,2.852237999,0.948391797,0.66407355,0.927858287,-10.21039514,0.901359529,2003181,2003217
313372,2769,76,32.57272891,0.856146016,1.20336662,0.864243021,0.558223755,0.842954922,-1.66457579,0.924416032,0.627485659,0.878249964,-8.339065653,0.904052543,2004011,2004008
313550,2768,77,22.80733614,0.880278365,1.178176752,0.910063185,0.580981934,0.895213382,-7.471698092,0.94682839,1.448341935,0.927682058,-14.24319493,0.890005056,2004008,2003047
3181196,2768,78,30.16772939,0.759202213,1.079095417,0.829734897,0.856477233,0.778827966,4.014968007,0.82940762,0.834778674,0.737021709,-11.15420568,0.78337858,2003178,2003179
313554,2765,79,31.47970302,0.874247105,1.171141241,0.90111653,0.42630801,0.883540039,-15.30785125,0.946975184,0.953429652,0.923307641,-6.920157696,0.901871942,2004008,2003047
399597,2759,80,38.12777368,0.821009135,1.800215055,0.837586413,0.792821535,0.836715603,-11.65535093,0.886067153,0.10019454,0.833704984,-17.72415777,0.886407356,268532,880655
313221,2757,81,18.9738084,0.867444523,0.954935102,0.893227295,0.185619071,0.874134429,26.19207079,0.942507825,1.097228091,0.921498237,-11.68309905,0.876035387,2003369,2004018
880647,2750,82,33.18007712,0.94287645,0.921837819,0.948142922,-0.17136183,0.942295071,-13.27418757,0.779860885,0.788821165,0.583969177,-10.08439533,0.946472398,268229,NA
399618,2747,83,41.29803849,0.82211678,1.056294015,0.83569492,1.051400842,0.837416862,-5.224321525,0.888708051,0.264608184,0.836287032,-7.427184754,0.778242893,268532,880655
313073,2745,84,27.55272702,0.870553847,0.957753024,0.908660553,0.327326179,0.894645181,6.458794078,0.945836138,0.891714513,0.923424063,-10.77543388,0.902723103,2003371,2004018
313069,2743,85,23.84626506,0.868745647,1.084449659,0.897549999,0.357513929,0.878369512,0.139008599,0.942887056,1.20070255,0.914379571,-5.557790608,0.883296666,2003371,2004018
314606,2742,86,30.71398056,0.817032435,1.021014766,0.814113014,0.501249945,0.77798329,1.716308393,0.856954491,0.759752113,0.811051786,-6.478460367,0.843044483,2004008,2003047
399620,2733,87,4.571492337,0.747609524,1.872567725,0.742512626,0.104959572,0.767092563,-9.258637365,0.868224625,2.174067171,0.794602416,3.025558183,0.864236079,NA,268494
